Elaborato,ID,Timestamp della richiesta,Metodo,URL,Codice,Ragione,RTT,Dimensione della intestazione della risposta,Dimensione del corpo della risposta,Massima allerta,Nota,Etichette
Elaborato,14031,Thu Sep 19 16:45:49 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,30,378,24257,Medio,false,
Elaborato,14032,Thu Sep 19 16:45:49 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=login.php,302,Found,28,444,0,Basso,false,
Elaborato,14033,Thu Sep 19 16:45:50 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,37,496,25047,Medio,false,
Elaborato,14034,Thu Sep 19 16:45:50 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,32,497,23796,Medio,false,
Elaborato,14035,Thu Sep 19 16:45:50 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,30,378,24799,Medio,false,
Elaborato,14036,Thu Sep 19 16:45:50 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14037,Thu Sep 19 16:45:50 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14038,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,33,378,25465,Medio,false,
Elaborato,14039,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=show-log.php,200,OK,35,497,21990,Medio,false,
Elaborato,14040,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=home.php,302,Found,28,418,0,Basso,false,
Elaborato,14041,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=home.php,200,OK,35,377,24257,Medio,false,
Elaborato,14042,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,29,378,24257,Medio,false,
Elaborato,14043,Thu Sep 19 16:45:51 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=capture-data.php,302,Found,28,426,0,Basso,false,
Elaborato,14044,Thu Sep 19 16:45:52 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,40,377,24799,Medio,false,
Elaborato,14045,Thu Sep 19 16:45:52 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=register.php,200,OK,29,378,23219,Medio,false,
Elaborato,14046,Thu Sep 19 16:45:52 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,38,497,23363,Medio,false,
Elaborato,14047,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,28,378,25488,Medio,false,
Elaborato,14048,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=home.php,302,Found,29,418,0,Basso,false,
Elaborato,14049,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=home.php,200,OK,27,377,24267,Medio,false,
Elaborato,14050,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,35,378,24799,Medio,false,
Elaborato,14051,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14052,Thu Sep 19 16:45:53 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=register.php,302,Found,26,421,0,Basso,false,
Elaborato,14053,Thu Sep 19 16:45:54 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=register.php,200,OK,27,377,23228,Medio,false,
Elaborato,14054,Thu Sep 19 16:45:54 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=show-log.php,200,OK,41,497,22001,Medio,false,
Elaborato,14055,Thu Sep 19 16:45:54 CEST 2024,POST,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,46,372,27526,Medio,false,
Fuori scopo,14056,Thu Sep 19 16:45:54 CEST 2024,GET,https://twitter.com/webpwnized,403,Forbidden,0,130,63,,false,
Fuori scopo,14057,Thu Sep 19 16:45:54 CEST 2024,GET,https://twitter.com/favicon.ico,403,Forbidden,0,130,63,,false,
Elaborato,14058,Thu Sep 19 16:45:54 CEST 2024,GET,http://192.168.50.151/,200,OK,11,233,891,Medio,false,
Elaborato,14059,Thu Sep 19 16:45:55 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,40,497,23796,Medio,false,
Elaborato,14060,Thu Sep 19 16:45:55 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14061,Thu Sep 19 16:45:55 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=show-log.php,200,OK,29,378,23024,Medio,false,
Elaborato,14062,Thu Sep 19 16:45:55 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,39,497,23363,Medio,false,
Elaborato,14063,Thu Sep 19 16:45:55 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-hints&page=login.php,302,Found,26,444,0,Basso,false,
Elaborato,14064,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,39,377,27292,Medio,false,
Elaborato,14065,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=change-log.htm,200,OK,34,378,65618,Medio,false,
Elaborato,14066,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,27,378,24267,Medio,false,
Elaborato,14067,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,34,497,23327,Medio,false,
Elaborato,14068,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,33,497,23796,Medio,false,
Elaborato,14069,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/samurai-wtf-logo-320-214.jpeg,200,OK,6,300,6492,Basso,false,
Elaborato,14070,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/php-mysql-logo-176-200.jpeg,200,OK,8,300,4441,Basso,false,
Elaborato,14071,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/toad-for-mysql-77-80.jpg,200,OK,9,301,10273,Basso,false,
Elaborato,14072,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/backtrack-4-r2-logo-90-69.png,200,OK,12,298,1444,Basso,false,
Elaborato,14073,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/bui_eclipse_pos_logo_fc_med.jpg,200,OK,19,301,51649,Basso,false,
Elaborato,14074,Thu Sep 19 16:45:56 CEST 2024,GET,http://192.168.50.151/mutillidae/images/IhackBanner2x_final_print.jpg,200,OK,23,302,102077,Basso,false,
Elaborato,14075,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/,200,OK,9,232,891,Medio,false,
Elaborato,14076,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=register.php,200,OK,29,377,23228,Medio,false,
Elaborato,14077,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/,200,OK,9,232,891,Medio,false,
Elaborato,14078,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,29,377,25473,Medio,false,
Elaborato,14079,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=change-log.htm,302,Found,27,448,0,Basso,false,
Elaborato,14080,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=change-log.htm,200,OK,40,496,65147,Medio,false,
Elaborato,14081,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=captured-data.php,302,Found,26,426,0,Basso,false,
Elaborato,14082,Thu Sep 19 16:45:57 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,30,377,24408,Medio,false,
Elaborato,14083,Thu Sep 19 16:45:58 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,34,497,23327,Medio,false,
Elaborato,14084,Thu Sep 19 16:45:58 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,33,497,23796,Medio,false,
Elaborato,14085,Thu Sep 19 16:45:58 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=register.php,302,Found,27,447,0,Basso,false,
Elaborato,14086,Thu Sep 19 16:45:58 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=register.php,200,OK,36,496,22778,Medio,false,
Elaborato,14087,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=register.php,200,OK,27,378,23225,Medio,false,
Elaborato,14088,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/,200,OK,7,233,891,Medio,false,
Elaborato,14089,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,29,378,24799,Medio,false,
Elaborato,14090,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,38,497,23333,Medio,false,
Elaborato,14091,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,32,497,23327,Medio,false,
Elaborato,14092,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,71,218,10145,Medio,false,
Elaborato,14093,Thu Sep 19 16:45:59 CEST 2024,GET,http://192.168.50.151/,200,OK,13,233,891,Medio,false,
Elaborato,14094,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/,200,OK,9,233,891,Medio,false,
Elaborato,14095,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,35,497,23796,Medio,false,
Elaborato,14096,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=login.php,200,OK,27,377,25500,Medio,false,
Elaborato,14097,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=capture-data.php,302,Found,28,426,0,Basso,false,
Elaborato,14098,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,25,377,24799,Medio,false,
Elaborato,14099,Thu Sep 19 16:46:00 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,39,497,23367,Medio,false,
Elaborato,14100,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,33,497,23796,Medio,false,
Elaborato,14101,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/coykillericon.png,200,OK,4,299,5575,Basso,false,
Elaborato,14102,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/twitter.gif,200,OK,5,298,1828,Basso,false,
Elaborato,14103,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/php-mysql-logo-176-200.jpeg,200,OK,4,300,4441,Basso,false,
Elaborato,14104,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/toad-for-mysql-77-80.jpg,200,OK,6,301,10273,Basso,false,
Elaborato,14105,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/samurai-wtf-logo-320-214.jpeg,200,OK,7,300,6492,Basso,false,
Elaborato,14106,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/backtrack-4-r2-logo-90-69.png,200,OK,9,298,1444,Basso,false,
Elaborato,14107,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/youtube_256_256.png,200,OK,7,300,39246,Basso,false,
Elaborato,14108,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/owasp-logo-400-300.png,200,OK,10,301,71875,Basso,false,
Elaborato,14109,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/bui_eclipse_pos_logo_fc_med.jpg,200,OK,19,301,51649,Basso,false,
Elaborato,14110,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/IhackBanner2x_final_print.jpg,200,OK,24,302,102077,Basso,false,
Elaborato,14111,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/TWikiUsers,200,OK,54,216,6568,Medio,false,
Elaborato,14112,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/images/right.gif,200,OK,2,296,860,Basso,false,
Elaborato,14113,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,37,496,23333,Medio,false,
Fuori scopo,14114,Thu Sep 19 16:46:01 CEST 2024,GET,http://www.youtube.com/user/webpwnized,403,Forbidden,0,130,63,,false,
Fuori scopo,14115,Thu Sep 19 16:46:01 CEST 2024,GET,http://www.youtube.com/favicon.ico,403,Forbidden,0,130,63,,false,
Elaborato,14116,Thu Sep 19 16:46:01 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,27,377,24401,Medio,false,
Elaborato,14117,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=capture-data.php,302,Found,26,450,0,Basso,false,
Elaborato,14118,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,42,496,23332,Medio,false,
Elaborato,14119,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/TWikiRegistration,200,OK,49,216,8192,Medio,false,
Elaborato,14120,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,68,217,10145,Medio,false,
Elaborato,14121,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,200,OK,2,297,2877,Basso,false,
Elaborato,14122,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiLogos/twikiRobot131x64.gif,200,OK,2,298,7218,Basso,false,
Elaborato,14123,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=home.php,302,Found,32,417,0,Basso,false,
Elaborato,14124,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=captured-data.php,302,Found,46,426,0,Basso,false,
Elaborato,14125,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=home.php,200,OK,30,377,24257,Medio,false,
Elaborato,14126,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=captured-data.php,200,OK,27,377,24408,Medio,false,
Elaborato,14127,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-security&page=capture-data.php,302,Found,26,425,0,Basso,false,
Elaborato,14128,Thu Sep 19 16:46:02 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,29,377,24797,Medio,false,
Elaborato,14129,Thu Sep 19 16:46:03 CEST 2024,GET,http://192.168.50.151/,200,OK,10,232,891,Medio,false,
Fuori scopo,14130,Thu Sep 19 16:46:03 CEST 2024,GET,http://www.youtube.com/user/webpwnized,403,Forbidden,0,130,63,,false,
Elaborato,14131,Thu Sep 19 16:46:03 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,53,497,23332,Medio,false,
Elaborato,14132,Thu Sep 19 16:46:04 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Know/WebHome,200,OK,80,217,8413,Medio,false,
Elaborato,14133,Thu Sep 19 16:46:04 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/WebHome,200,OK,78,218,16028,Medio,false,
Elaborato,14134,Thu Sep 19 16:46:04 CEST 2024,GET,http://192.168.50.151/,200,OK,12,233,891,Medio,false,
Elaborato,14135,Thu Sep 19 16:46:04 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=capture-data.php,200,OK,49,378,24797,Medio,false,
Fuori scopo,14136,Thu Sep 19 16:46:04 CEST 2024,GET,https://twitter.com/webpwnized,403,Forbidden,0,130,63,,false,
Fuori scopo,14137,Thu Sep 19 16:46:04 CEST 2024,GET,https://twitter.com/favicon.ico,403,Forbidden,0,130,63,,false,
Elaborato,14138,Thu Sep 19 16:46:05 CEST 2024,GET,http://192.168.50.151/,200,OK,11,233,891,Medio,false,
Fuori scopo,14139,Thu Sep 19 16:46:05 CEST 2024,GET,http://www.youtube.com/user/webpwnized,403,Forbidden,0,130,63,,false,
Elaborato,14140,Thu Sep 19 16:46:05 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Know/WebHome,200,OK,65,217,8413,Medio,false,Form
Fuori scopo,14141,Thu Sep 19 16:46:05 CEST 2024,GET,http://twiki.org/,403,Forbidden,0,130,63,,false,
Elaborato,14142,Thu Sep 19 16:46:05 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,73,218,10145,Medio,false,
Elaborato,14143,Thu Sep 19 16:46:05 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=usage-instructions.php,200,OK,30,378,23130,Medio,false,
Elaborato,14144,Thu Sep 19 16:46:06 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14145,Thu Sep 19 16:46:06 CEST 2024,GET,http://192.168.50.151/,200,OK,12,233,891,Medio,false,
Fuori scopo,14146,Thu Sep 19 16:46:06 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/new.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14147,Thu Sep 19 16:46:06 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/warning.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14148,Thu Sep 19 16:46:06 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/help.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14149,Thu Sep 19 16:46:06 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/tip.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14150,Thu Sep 19 16:46:06 CEST 2024,GET,http://twiki.org/p/pub/TWiki/FileAttachment/Smile.gif,403,Forbidden,0,130,63,,false,
Elaborato,14151,Thu Sep 19 16:46:06 CEST 2024,GET,http://192.168.50.151/p/pub/TWiki/TWikiTemplates/testscreen.gif,404,Not Found,3,223,324,Medio,false,
Elaborato,14152,Thu Sep 19 16:46:06 CEST 2024,GET,http://192.168.50.151/p/pub/icn/bmp.gif,404,Not Found,4,223,300,Medio,false,
Elaborato,14153,Thu Sep 19 16:46:06 CEST 2024,GET,http://192.168.50.151/p/pub/icn/txt.gif,404,Not Found,8,223,300,Medio,false,
Elaborato,14154,Thu Sep 19 16:46:07 CEST 2024,GET,http://192.168.50.151/,200,OK,17,232,891,Medio,false,
Elaborato,14155,Thu Sep 19 16:46:07 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Sandbox/WebHome,200,OK,68,216,9492,Medio,false,
Fuori scopo,14156,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/,403,Forbidden,0,130,63,,false,
Fuori scopo,14157,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/warning.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14158,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/favicon.ico,403,Forbidden,0,130,63,,false,
Fuori scopo,14159,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/help.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14160,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/tip.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14161,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/new.gif,403,Forbidden,0,130,63,,false,
Elaborato,14162,Thu Sep 19 16:46:07 CEST 2024,GET,http://192.168.50.151/p/pub/icn/bmp.gif,404,Not Found,1,222,300,Medio,false,
Fuori scopo,14163,Thu Sep 19 16:46:07 CEST 2024,GET,http://twiki.org/p/pub/TWiki/FileAttachment/Smile.gif,403,Forbidden,0,130,63,,false,
Elaborato,14164,Thu Sep 19 16:46:07 CEST 2024,GET,http://192.168.50.151/p/pub/icn/txt.gif,404,Not Found,3,222,300,Medio,false,
Elaborato,14165,Thu Sep 19 16:46:07 CEST 2024,GET,http://192.168.50.151/p/pub/TWiki/TWikiTemplates/testscreen.gif,404,Not Found,4,223,324,Medio,false,
Fuori scopo,14166,Thu Sep 19 16:46:07 CEST 2024,GET,http://www.owasp.org/index.php/OWASP_Top_Ten_Project,403,Forbidden,0,130,63,,false,
Fuori scopo,14167,Thu Sep 19 16:46:07 CEST 2024,GET,http://www.owasp.org/favicon.ico,403,Forbidden,0,130,63,,false,
Elaborato,14168,Thu Sep 19 16:46:08 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Sandbox/WebChanges,200,OK,55,216,9601,Medio,false,
Elaborato,14169,Thu Sep 19 16:46:08 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,72,217,10145,Medio,false,
Elaborato,14170,Thu Sep 19 16:46:08 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14171,Thu Sep 19 16:46:08 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,70,218,10145,Medio,false,
Elaborato,14172,Thu Sep 19 16:46:09 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?do=toggle-hints&page=usage-instructions.php,302,Found,24,456,0,Basso,false,
Elaborato,14173,Thu Sep 19 16:46:09 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=usage-instructions.php,200,OK,28,377,23144,Medio,false,
Elaborato,14174,Thu Sep 19 16:46:09 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Sandbox/WebHome,200,OK,73,217,9492,Medio,false,
Elaborato,14175,Thu Sep 19 16:46:09 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Sandbox/WebHome,200,OK,69,217,9492,Medio,false,
Elaborato,14176,Thu Sep 19 16:46:10 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/WebHome,200,OK,76,217,16028,Medio,false,
Elaborato,14177,Thu Sep 19 16:46:10 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiDocGraphics/tip.gif,200,OK,6,296,123,Basso,false,
Elaborato,14178,Thu Sep 19 16:46:10 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiLogos/twikiRobot88x31.gif,200,OK,3,298,3501,Basso,false,
Elaborato,14179,Thu Sep 19 16:46:10 CEST 2024,GET,http://192.168.50.151/mutillidae/index.php?page=usage-instructions.php,200,OK,27,377,23144,Medio,false,
Fuori scopo,14180,Thu Sep 19 16:46:11 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/warning.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14181,Thu Sep 19 16:46:11 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/help.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14182,Thu Sep 19 16:46:11 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/new.gif,403,Forbidden,0,130,63,,false,
Fuori scopo,14183,Thu Sep 19 16:46:11 CEST 2024,GET,http://twiki.org/p/pub/TWiki/TWikiDocGraphics/tip.gif,403,Forbidden,0,130,63,,false,
Elaborato,14184,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/p/pub/icn/txt.gif,404,Not Found,7,223,300,Medio,false,
Fuori scopo,14185,Thu Sep 19 16:46:11 CEST 2024,GET,http://twiki.org/p/pub/TWiki/FileAttachment/Smile.gif,403,Forbidden,0,130,63,,false,
Elaborato,14186,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/TWikiTutorial,200,OK,58,217,14445,Medio,false,
Elaborato,14187,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/p/pub/TWiki/TWikiTemplates/testscreen.gif,404,Not Found,1,222,324,Medio,false,
Elaborato,14188,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/p/pub/icn/bmp.gif,404,Not Found,3,222,300,Medio,false,
Elaborato,14189,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Sandbox/WebHome,200,OK,73,216,9492,Medio,false,
Elaborato,14190,Thu Sep 19 16:46:11 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/Main/WebHome,200,OK,73,218,10145,Medio,false,
Elaborato,14191,Thu Sep 19 16:46:12 CEST 2024,GET,http://192.168.50.151/,200,OK,10,233,891,Medio,false,
Elaborato,14192,Thu Sep 19 16:46:12 CEST 2024,GET,http://192.168.50.151/twiki/bin/edit/Sandbox/WebHome?t=1726757133,200,OK,40,333,4050,Medio,false,
Elaborato,14193,Thu Sep 19 16:46:12 CEST 2024,GET,http://192.168.50.151/twiki/bin/edit/Main/WebHome?t=1726757133,200,OK,39,332,5349,Medio,false,
Elaborato,14194,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,26,377,26080,Medio,false,
Elaborato,14195,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/,200,OK,11,233,891,Medio,false,
Elaborato,14196,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/TextFormattingRules?skin=plain,200,OK,70,218,25722,Medio,false,
Elaborato,14197,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiDocGraphics/help.gif,200,OK,4,296,130,Basso,false,
Elaborato,14198,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/twiki/pub/TWiki/TWikiDocGraphics/warning.gif,200,OK,14,296,138,Basso,false,
Elaborato,14199,Thu Sep 19 16:46:13 CEST 2024,GET,http://192.168.50.151/,200,OK,10,232,891,Medio,false,
Elaborato,14200,Thu Sep 19 16:46:14 CEST 2024,GET,http://192.168.50.151/,200,OK,9,232,891,Medio,false,
Elaborato,14201,Thu Sep 19 16:46:14 CEST 2024,GET,http://192.168.50.151/,200,OK,12,233,891,Medio,false,
Elaborato,14202,Thu Sep 19 16:46:14 CEST 2024,GET,http://192.168.50.151/,200,OK,9,233,891,Medio,false,
Elaborato,14203,Thu Sep 19 16:46:15 CEST 2024,GET,http://192.168.50.151/mutillidae/,200,OK,37,497,23796,Medio,false,
Elaborato,14204,Thu Sep 19 16:46:15 CEST 2024,GET,http://192.168.50.151/twiki/bin/view/TWiki/TextFormattingRules?skin=plain,200,OK,60,218,25722,Medio,false,
